report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file,date,is_aggregate_row
March,2024,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,182.44,1585.78,119.2,773.46,105.02,3.0,69.0,3.0,16.0,331.25,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,5.83,180.4,34.0,102.87,75.36,23.0,402.0,56.0,178.0,125.84,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,1364.84,6705.96,1507.99,5796.6,15.69,110491.0,702505.0,114957.0,586935.0,19.69,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,487.33,2547.92,326.05,2286.56,11.43,2473.0,14146.0,1451.0,10209.0,38.56,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,2040.44,11020.06,1987.24,8959.49,23.0,112990.0,717122.0,116467.0,597338.0,20.05,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,701.7,4036.64,475.29,4437.84,-9.04,56.0,158.0,24.0,120.0,31.67,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,18.08,610.89,23.01,586.16,4.22,31.0,409.0,15.0,203.0,101.48,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,1170.16,6266.98,1116.9,5157.35,21.52,123078.0,739712.0,92463.0,606520.0,21.96,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,63.14,578.12,60.93,555.63,4.05,775.0,6843.0,739.0,6685.0,2.36,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,1953.08,11492.63,1676.15,10736.98,7.04,123940.0,747122.0,93241.0,613528.0,21.77,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,13.92,103.74,4.44,9.62,978.41,2.0,48.0,3.0,20.0,140.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,0.27,1.39,0.16,0.59,136.41,1.0,13.0,5.0,10.0,30.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,1.98,11.97,0.29,1.17,920.91,1236.0,19992.0,874.0,2296.0,770.73,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.21,0.52,0.0,0.07,665.43,5505.0,5713.0,0.0,700.0,716.14,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,16.37,117.63,4.9,11.45,927.29,6744.0,25766.0,882.0,3026.0,751.49,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,11.5,141.02,14.53,187.69,-24.87,0.0,0.0,0.0,5.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.3,5.25,26.92,-98.88,0.0,0.0,1.0,5.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,109.5,622.97,154.25,761.96,-18.24,12700.0,88383.0,16042.0,104598.0,-15.5,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.71,16.66,8.74,40.33,-58.68,53.0,687.0,109.0,609.0,12.81,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,122.71,780.95,182.77,1016.91,-23.2,12753.0,89070.0,16152.0,105217.0,-15.35,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.07,0.52,0.02,0.53,-2.03,0.0,2.0,0.0,4.0,-50.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,54.83,705.22,51.29,1572.93,-55.17,0.0,10.0,0.0,13.0,-23.08,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,6.97,345.21,3.05,265.2,30.17,0.0,8.0,1.0,18.0,-55.56,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,333.6,1693.07,387.74,1636.94,3.43,25647.0,184032.0,32395.0,185157.0,-0.61,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,9.49,92.9,18.98,206.41,-54.99,82.0,694.0,131.0,1522.0,-54.4,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,404.96,2836.91,461.08,3682.01,-22.95,25729.0,184746.0,32527.0,186714.0,-1.05,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,27.03,96.99,0.0,0.0,0.0,22.0,130.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Total,27.03,97.0,0.0,0.0,,22.0,131.0,0.0,0.0,,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,4.31,22.12,4.17,25.4,-12.95,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.07,1.09,0.2,1.03,5.51,1.0,3.0,0.0,3.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,132.68,509.68,151.71,500.45,1.84,10771.0,55201.0,10916.0,52764.0,4.62,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.5,45.26,1.29,16.8,169.4,812.0,3157.0,527.0,3829.0,-17.55,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,141.56,578.15,157.38,543.69,6.34,11584.0,58361.0,11443.0,56596.0,3.12,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,14.07,-100.0,0.0,0.0,0.0,28.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.21,-100.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,31.54,-100.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,336.08,-100.0,0.0,0.0,0.0,60717.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,53.75,-100.0,0.0,0.0,0.0,629.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,0.0,0.0,0.0,435.65,-100.0,0.0,0.0,0.0,61374.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.45,6.75,1.46,15.27,-55.79,0.0,0.0,0.0,3.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,35.78,204.04,17.54,293.39,-30.45,10.0,29.0,9.0,39.0,-25.64,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,119.17,390.99,123.18,382.68,2.17,7176.0,36033.0,8187.0,42228.0,-14.67,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.47,7.43,0.67,7.56,-1.68,35.0,219.0,23.0,199.0,10.05,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,156.87,609.21,142.85,698.9,-12.83,7221.0,36281.0,8219.0,42469.0,-14.57,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Non Single Premium,-2.68,5.82,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Single Premium,77.39,280.4,0.0,0.0,0.0,9.0,59.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,10.28,139.9,0.0,0.0,0.0,65.0,493.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Individual Non Single Premium,0.07,0.22,0.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Individual Single Premium,0.02,0.02,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,14.0,GODIGIT LIFE INSURANCE LIMITED,Total,85.09,426.36,0.0,0.0,,94.0,597.0,0.0,0.0,,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,2287.92,14835.25,2749.78,13775.71,7.69,6.0,225.0,90.0,272.0,-17.28,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,10.08,291.52,66.15,536.64,-45.68,20.0,306.0,84.0,408.0,-25.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1808.25,10989.22,2528.59,10515.59,4.5,183386.0,1119754.0,164305.0,947664.0,18.16,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,535.21,3872.08,460.58,4048.6,-4.36,6917.0,46256.0,5712.0,45054.0,2.67,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Total,4641.46,29988.08,5805.1,28876.54,3.85,190329.0,1166541.0,170191.0,993398.0,17.43,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,-148.33,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,837.98,5759.26,625.44,4422.63,30.22,31.0,300.0,13.0,105.0,185.71,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,716.76,3469.8,532.66,3560.0,-2.53,260.0,2060.0,289.0,1860.0,10.75,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1481.69,7031.49,1502.42,6492.98,8.29,87820.0,583054.0,93159.0,571782.0,1.97,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,188.85,1819.95,204.35,2446.24,-25.6,9055.0,35972.0,3151.0,29901.0,20.3,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,3225.29,18080.5,2864.86,16921.85,6.85,97166.0,621386.0,96612.0,603648.0,2.94,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.02,0.26,0.06,0.38,-31.17,0.0,0.0,2.0,3.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,104.39,1156.61,88.22,944.18,22.5,19.0,175.0,17.0,156.0,12.18,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,109.78,1327.04,234.74,1702.26,-22.04,18058.0,238825.0,37214.0,311209.0,-23.26,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.83,491.08,5.18,70.35,598.08,154.0,9912.0,230.0,1905.0,420.31,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,218.02,2974.99,328.19,2717.17,9.49,18231.0,248912.0,37463.0,313273.0,-20.54,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,26.08,82.17,8.28,78.43,4.76,23.0,75.0,11.0,66.0,13.64,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.5,13.01,0.65,14.89,-12.6,10.0,66.0,7.0,67.0,-1.49,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,194.04,1099.02,172.66,1003.3,9.54,25902.0,179829.0,14878.0,147852.0,21.63,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.7,36.18,2.89,28.87,25.29,93.0,906.0,74.0,898.0,0.89,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,224.32,1230.38,184.48,1125.5,9.32,26028.0,180876.0,14970.0,148883.0,21.49,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,INDUSTRY TOTAL,Total,60213.62,377960.34,52081.12,370543.02,2.0,5418439.0,29222536.0,5302434.0,28517181.0,2.47,raw_files/DetailedReportofNB__40_.xls,2024-03-01,True
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,1.65,0.11,9.25,-82.21,0.0,9.0,1.0,10.0,-10.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,285.24,2697.83,293.37,2586.24,4.31,14.0,104.0,11.0,86.0,20.93,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,385.31,1697.22,251.93,1121.23,51.37,127.0,745.0,116.0,600.0,24.17,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,675.86,2663.06,731.5,2592.72,2.71,62342.0,293910.0,62551.0,294280.0,-0.13,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,370.78,1597.1,210.2,1359.23,17.5,22505.0,54028.0,20088.0,55170.0,-2.07,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,1717.22,8656.85,1487.12,7668.67,12.89,84988.0,348796.0,82767.0,350146.0,-0.39,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,549.07,4367.4,460.33,5180.85,-15.7,1518.0,5251.0,1326.0,6283.0,-16.43,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,26250.14,158528.61,17749.22,167235.04,-5.21,84.0,665.0,26.0,704.0,-5.54,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,452.53,2029.88,150.53,843.99,140.51,3697.0,31416.0,2452.0,29131.0,7.84,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,5060.81,32604.84,6077.97,33015.45,-1.24,3938283.0,19446071.0,3887569.0,19424652.0,0.11,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,3988.06,24992.27,4278.18,25623.83,-2.46,157377.0,946902.0,165033.0,1004285.0,-5.71,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,27.0,LIFE INSURANCE CORPORATION OF INDIA,Total,36300.62,222522.99,28716.23,231899.17,-4.04,4100959.0,20430305.0,4056406.0,20465055.0,-0.17,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.04,0.27,0.06,0.48,-43.79,0.0,0.0,6.0,112.0,-100.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,142.29,905.78,100.85,774.94,16.88,48.0,82.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,5.65,104.01,7.3,148.68,-30.05,1.0,12.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,389.25,2308.95,408.5,2164.26,6.69,39354.0,283123.0,40204.0,285590.0,-0.86,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,15.25,91.04,10.6,130.92,-30.46,221.0,1475.0,156.0,2152.0,-31.46,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,552.49,3410.05,527.32,3219.29,5.93,39624.0,284692.0,40366.0,287854.0,-1.1,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,109.93,849.67,88.27,490.6,73.19,12.0,72.0,3.0,59.0,22.03,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,7.76,65.95,5.73,47.33,39.34,22.0,205.0,25.0,131.0,56.49,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,28.49,187.16,20.1,152.16,23.0,6304.0,38602.0,4837.0,34304.0,12.53,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.21,1.7,1.55,7.0,-75.65,9.0,70.0,16.0,109.0,-35.78,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Total,146.38,1104.48,115.66,697.09,58.44,6347.0,38949.0,4881.0,34603.0,12.56,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Group Non Single Premium,41.39,172.16,26.37,161.38,6.68,23.0,109.0,21.0,234.0,-53.42,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Group Single Premium,7865.6,53719.12,6347.2,43748.73,22.79,371.0,1994.0,239.0,1232.0,61.85,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Group Yearly Renewable Premium,1400.17,9291.5,1106.32,8856.46,4.91,781.0,6224.0,787.0,4763.0,30.67,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Individual Non Single Premium,11929.5,71828.48,13635.21,66433.82,8.12,1250258.0,8471982.0,1198930.0,7765353.0,9.1,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Individual Single Premium,2676.34,20426.09,2249.78,19443.45,5.05,66047.0,311922.0,46051.0,280544.0,11.18,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,,PRIVATE,Total,23913.0,155437.34,23364.88,138643.85,12.11,1317480.0,8792231.0,1246028.0,8052126.0,9.19,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
March,2024,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__40_.xls,2024-03-01,False
